"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"mm>A230077H06Rik",3.91101736860594,-0.0719997471984582,0.166961059123467,-0.431236766084568,0.666296223310007,NA
"mm>A230103J11Rik",38.7602155359248,-0.132982365963296,0.186547389676213,-0.712861038656782,0.475931750443721,0.929648218391811
"mm>A230108P19Rik",2.76398648267665,-0.0319354086036268,0.139569924426461,-0.228812967656606,0.819014287419544,NA
"mm>A2m",7.03033461457168,-0.187552197642414,0.183641943374253,-1.02129281686043,0.307115728630276,0.871762635838505
"mm>A330009N23Rik",7.09467455218582,0.0704336539584009,0.176084258052681,0.399999720232394,0.689156722839474,0.98248912143441
"mm>A330015K06Rik",1.61227840224005,-0.0272056689876211,0.102135823444841,-0.26636754930863,0.789956154589043,NA
"mm>A330023F24Rik",132.30612333461,0.368226858798523,0.175966010550098,2.09260218861237,0.0363846810397666,0.480744220934563
"mm>A330032B11Rik",1.9043015563433,0.115795178983686,0.115148054211247,1.00561993667085,0.314598429854651,NA
"mm>A330033J07Rik",2.18365999296444,-0.249917344051058,0.128810703287473,-1.94019082011614,0.0523565037397677,NA
"mm>A330035P11Rik",6.90821467254196,-0.0224410018180754,0.182875317660291,-0.122712031919812,0.902335135785426,0.997353142155536
"mm>A330040F15Rik",5.43464292261555,-0.304857021345685,0.173311512628644,-1.75901194745731,0.0785754792932628,0.623356120193391
"mm>A330041J22Rik",2.79230940523284,-0.153184426147687,0.142387356982026,-1.07582884740971,0.282003808245968,NA
"mm>A330049N07Rik",3.41360491368957,0.0583235979935062,0.142245915977266,0.410019490491577,0.681791650091968,NA
"mm>A330050F15Rik",1.99680296484532,-0.0697551590399748,0.129473403803399,-0.538760525257341,0.590052104744711,NA
"mm>A330069E16Rik",1.90889229654664,-0.00698344073858408,0.123160877866871,-0.0567017778659609,0.95478275776397,NA
"mm>A330070K13Rik",2.28859676763638,-0.142650572165312,0.129799079244085,-1.09901066321942,0.271763414804463,NA
"mm>A330074K22Rik",6.80329132764761,-0.233101324951739,0.16674625000591,-1.39794043310406,0.162130955511929,0.763859681215115
"mm>A330076C08Rik",0.920545126570521,-0.0306852841874294,0.0802460429902098,-0.382389997612382,0.70217210844894,NA
"mm>A330076H08Rik",10.7666418457169,-0.082110615460136,0.187435599188961,-0.438073748078971,0.661332823870908,0.978854862035268
"mm>A330093E20Rik",1.22728622211326,-0.016683168594348,0.103417938334423,-0.161317938290354,0.87184299558126,NA
"mm>A330102I10Rik",1.10596530772098,-0.035004537503555,0.0998879496527848,-0.350438042078473,0.72600998073551,NA
"mm>A3galt2",4.25393545851609,-0.0104975584084949,0.162082979587434,-0.0647665685515861,0.948359859972606,NA
"mm>A430005L14Rik",30.6675720064156,-0.0150328292175244,0.186071283594369,-0.080790699817472,0.935608404362752,0.997353142155536
"mm>A430033K04Rik",52.9373551092741,-0.169248588681161,0.177757726290833,-0.952130701785924,0.341030700255452,0.891102956043423
"mm>A430035B10Rik",8.28375756596903,0.0338246016763712,0.178854923344293,0.189117531929828,0.850000700935011,0.99420197030658
"mm>A430046D13Rik",8.9518414447242,0.00862135238970905,0.186270940900792,0.0462839364423504,0.963083942449924,0.999304636458601
"mm>A430078G23Rik",11.8537698650562,0.119683296689337,0.194556333660968,0.615160115516445,0.538448984740904,0.94828481384963
"mm>A430078I02Rik",3.6141562846157,-0.0226648375572577,0.141487707652096,-0.160189446372177,0.87273184261532,NA
"mm>A430085M09Rik",1.77703354009799,-0.119343291234683,0.127326814402517,-0.937298964045423,0.34860479569812,NA
"mm>A430088P11Rik",2.83576291429373,-0.213419570745659,0.148401171946141,-1.43812591199155,0.150398331695269,NA
"mm>A430089I19Rik",0.394098691493088,-0.0212112218581393,0.0591581283832767,-0.358551266543035,0.719930809360593,NA
"mm>A430090L17Rik",22.0598710725553,0.172779903292797,0.198309451318024,0.871264088244156,0.383609973967878,0.909070328675003
"mm>A430093F15Rik",0.844252292948939,0.011394262574793,0.0874509355252132,0.130293203913272,0.896334456728326,NA
"mm>A430105I19Rik",300.287493367337,0.0229029678741527,0.106335532058185,0.215383958972628,0.829467975416179,0.994090233578185
"mm>A4galt",80.4805523834246,0.31115340777334,0.145413154135991,2.13978858805544,0.0323718558887619,0.457123899010368
"mm>A4gnt",1.29549993159072,-0.0919862269819477,0.100478148107937,-0.91548489611028,0.359937128064783,NA
"mm>A530006G24Rik",1.39825601779532,-0.0438010719801285,0.112547365696149,-0.389179006627139,0.697143732017993,NA
"mm>A530013C23Rik",7.4938840885285,0.0100948376077027,0.184022400139536,0.0548565696352629,0.956252732157261,0.998803218770261
"mm>A530016L24Rik",7.90018411080524,-0.135668289097263,0.0890861287256041,-1.52288904050525,NA,NA
"mm>A530032D15Rik",51.0666785858623,-0.168629851726372,0.186237464368489,-0.905456119144323,0.365223796779181,0.902835637216867
"mm>A530046M15Rik",1.6795320077608,0.058069148045677,0.113490334559342,0.511666022231293,0.608884769943031,NA
"mm>A530050N04Rik",1.98352099320377,-0.0968725109962558,0.0951910762723808,-1.01766378519625,0.308837763265747,NA
"mm>A530053G22Rik",0.925907679701299,-0.0300633501807052,0.0802598294344979,-0.374575306134193,0.707976340952163,NA
"mm>A530058N18Rik",2.96764787911211,-0.395999855999402,0.141492622161811,-2.79873148118308,0.00513037816006747,NA
"mm>A530064D06Rik",8.01435657611836,-0.345266457606922,0.183487663145637,-1.88168758426488,0.0598784464753622,0.574172151162153
"mm>A530065N20Rik",2.51831286707168,-0.217610595927951,0.136211751272681,-1.59759047141475,0.110134148429163,NA
"mm>A530072M11Rik",5.99123108097606,-0.0327385393641159,0.176651662365401,-0.185328226894332,0.852971599639338,0.99420197030658
"mm>A530088E08Rik",0.64287794010748,-0.0279843165469069,0.0739564221573496,-0.378389269391203,0.705141438454914,NA
"mm>A530099J19Rik",7.29780940817039,-0.370022392343155,0.188101725759323,-1.96713980613129,0.0491670952476982,0.542732879853846
"mm>A630001G21Rik",10.004191287284,0.171964480049884,0.193340185302149,0.889439925699568,0.373766695610061,0.904959076357903
"mm>A630010A05Rik",0.872522575737707,0.0450388236320802,0.0807657051540578,0.557647872276607,0.577084859819064,NA
"mm>A630012P03Rik",3.10152755213253,-0.0599178728257671,0.15496403523535,-0.386656637682205,0.699010422040844,NA
"mm>A630019I02Rik",1.12909590652666,0.0448676801715934,0.0960622399652016,0.467068852317483,0.640450618093223,NA
"mm>A630020A06",2.72987351028479,-0.0299405103090633,0.140015416178492,-0.213837241114187,0.83067398237999,NA
"mm>A630023A22Rik",1.29417027523848,-0.0615163341345408,0.10439066975086,-0.589289581926781,0.555667032327617,NA
"mm>A630023P12Rik",0.650465307716603,-0.0712356258836018,0.075313993177014,-0.945848478863328,0.344225874902693,NA
"mm>A630033H20Rik",12.3756575379333,0.303361845884833,0.196139486860849,1.5466638092107,0.121944334298474,0.705919163907944
"mm>A630066F11Rik",2.65040432395559,-0.0141732977026511,0.135965606322056,-0.104241786478555,0.91697747377025,NA
"mm>A630072M18Rik",31.7977437056555,0.0217583865416767,0.188252125288339,0.11558109375047,0.907984547470937,0.997353142155536
"mm>A630075F10Rik",1.58847972616115,-0.212684551620271,0.118747099473902,-1.79107155090566,0.0732818137740242,NA
"mm>A630076J17Rik",0.624550998913315,-0.0702939307146805,0.074714326007407,-0.940836041373267,0.346788887965287,NA
"mm>A630077J23Rik",0.508726404674899,-0.0400300653005948,0.0626922378486747,-0.638517090380768,0.523137132577399,NA
"mm>A630089N07Rik",8.96964276589659,0.123320578205536,0.190967089384435,0.645768747919069,0.518429130342277,0.942855079811999
"mm>A630095E13Rik",1.05149425756959,-0.0149110973617946,0.0901534650795853,-0.165396830267494,0.868631648397754,NA
"mm>A630095N17Rik",0.886264013685354,-0.106287857359366,0.0843947068720272,-1.25941378670272,0.207880912298005,NA
"mm>A730004F24Rik",1.26962784637609,-0.0193498514627261,0.109981266941286,-0.175937702854943,0.860342884730768,NA
"mm>A730006G06Rik",0.796723581892436,-0.141482653865784,0.0834392609744255,-1.6956364691335,0.0899547467882549,NA
"mm>A730017C20Rik",5.2461649933319,-0.228182877559369,0.160352443179525,-1.42300842466057,0.15473371304447,0.755668331895298
"mm>A730017L22Rik",7.52613035051068,0.063753279857708,0.183842440208886,0.346782167301904,0.728754975196527,0.987135077538626
"mm>A730018C14Rik",2.05635956086227,0.0352027427580688,0.127517696763952,0.276061626357889,0.782500733513231,NA
"mm>A730020E08Rik",6.52107269273138,-0.031074185023297,0.181737251107989,-0.170984125895206,0.864236247483454,0.99442980598652
"mm>A730020M07Rik",7.35136791272426,-0.394257368454829,0.171542173204015,-2.29831161102255,0.0215440600815498,0.383608085888837
"mm>A730036I17Rik",2.85797034058353,-0.226798162864682,0.140386026889961,-1.61553231392789,0.106195468379194,NA
"mm>A730043L09Rik",0.611694470749975,0.0430515700139767,0.0664303708011857,0.648070596246141,0.516939290823578,NA
"mm>A730046J19Rik",7.27394406469752,-0.121084972045919,0.18065726607542,-0.670246897212369,0.502700412587433,0.938780029510305
"mm>A730056A06Rik",0.843079703226882,0.0129329333461197,0.0929899526733052,0.139078824908708,0.889387860865828,NA
"mm>A730082K24Rik",0.64287794010748,-0.0279843165469069,0.0739564221573496,-0.378389269391203,0.705141438454914,NA
"mm>A730085K08Rik",2.79735117208823,0.0659961901516108,0.14370342458945,0.459252730685834,0.646052688052492,NA
"mm>A730090H04Rik",1.29806869258823,-0.0612040988482861,0.104383862147979,-0.586336791807155,0.557649211367742,NA
"mm>A730090N16Rik",1.19187807618807,-0.103377813822367,0.0919200091433793,-1.12464973389108,0.260737489934665,NA
"mm>A830009L08Rik",0.529278160347408,-0.0404031542878726,0.0629694542929968,-0.641631005723454,0.521112796259943,NA
"mm>A830010M20Rik",49.3788791582778,0.289560235766137,0.171502544152799,1.68837282966575,0.0913396827244765,0.655673320243218
"mm>A830011K09Rik",0.635577828105373,-0.0691868067327707,0.0751375384446329,-0.92080214716846,0.357153733774533,NA
"mm>A830018L16Rik",11.676871268982,-0.292626920606549,0.192556522913199,-1.51969362647071,0.128587994205138,0.714803794805487
"mm>A830019L24Rik",1.96362414898244,0.0114828181086083,0.118037539375344,0.0972810698136842,0.92250318879057,NA
"mm>A830052D11Rik",0.908608671928874,-0.129793926455985,0.0927440114155291,-1.39948579401486,0.161667355416749,NA
"mm>A830080D01Rik",99.8241715001154,-0.00749418641493985,0.150863826463024,-0.0496751712497274,0.960381242498118,0.998869912622115
"mm>A830082K12Rik",2.911561908139,-0.0166502619613549,0.147249744941278,-0.113074979980406,0.909971110835966,NA
"mm>A830082N09Rik",22.3575356811101,0.167847690916937,0.195035041435555,0.860602739289794,0.389456876728109,0.910264949769259
"mm>A930001A20Rik",1.24606837482185,-0.0879368900009537,0.0986035280940945,-0.891822957055229,0.372487834694083,NA
"mm>A930001C03Rik",1.75886544320587,-0.0870350488945435,0.112917929654053,-0.770781479621465,0.440836466663565,NA
"mm>A930002C04Rik",1.78214677075846,-0.0247755904156679,0.122146881149937,-0.202834408725144,0.839264462640038,NA
"mm>A930003A15Rik",1.07633436386341,0.0539360266480684,0.100209803496639,0.53823103894099,0.590417553881003,NA
"mm>A930003O13Rik",0.664362620836669,-0.0303149858893398,0.0743254951794387,-0.407867930326633,0.683370638264361,NA
"mm>A930004D18Rik",18.5744761650707,0.0358131093234865,0.196693716793426,0.182075512666724,0.855523465566359,0.994260323233164
"mm>A930005H10Rik",9.59515207271498,-0.207059036101523,0.195080709810852,-1.06140190028161,0.28850729369297,0.864796146787499
"mm>A930006I01Rik",0.63448783641851,-0.0232125893079013,0.0662289023753451,-0.350490321828776,0.725970752170195,NA
"mm>A930006K02Rik",5.96211572258577,-0.08612940691723,0.178573589840583,-0.482318841179818,0.629579464852177,0.972721715257785
"mm>A930007I19Rik",5.28801471015553,-0.188444870813804,0.17054439797994,-1.10496077881122,0.269176584396716,0.856539926525123
"mm>A930009A15Rik",1.40757422971033,-0.0787914934058418,0.107132521665006,-0.735458217367605,0.46206047748862,NA
"mm>A930011G23Rik",2.17559729840155,-0.00616891770285736,0.11916181567577,-0.0517692489651426,0.958712558452851,NA
"mm>A930012L18Rik",7.0859446780226,-0.248259827124659,0.183359015218394,-1.35395484551967,0.17575078408998,0.779093231576144
"mm>A930013F10Rik",9.86453742353456,0.0968722306677254,0.192227250119044,0.50394639993931,0.614299043228905,0.96908653783461
"mm>A930015D03Rik",12.369680219974,0.0284980851831952,0.187440551953756,0.152037992238873,0.879156970482985,0.995804828702391
"mm>A930016O22Rik",0.259014231003828,-0.0220309131530724,0.0455095793957387,-0.484093974182834,0.628319177588655,NA
"mm>A930017M01Rik",3.18515140252887,-0.288968621606121,0.150036267788142,-1.9259918009568,0.0541053976194324,NA
"mm>A930018P22Rik",0.621387353137835,0.0106510134722125,0.0732514438542454,0.145403461171437,0.884392332087258,NA
"mm>A930019D19Rik",10.603996839738,0.159854980312905,0.192092502347255,0.832177093637563,0.405308991355966,0.913918923402859
"mm>A930024E05Rik",9.16143799731823,-0.0474867397874993,0.183467000876455,-0.25882986891728,0.795766510902013,0.992562091575177
"mm>A930031H19Rik",1.21999619224683,-0.0109321191829535,0.100870674708086,-0.108377575688776,0.91369618835727,NA
"mm>A930041C12Rik",1.70510705647942,-0.195304333087038,0.124434208742024,-1.56953891587756,0.116522419050164,NA
"mm>AA387883",2.03957417282129,0.00500207579551346,0.109880606229511,0.0455228267039724,0.963690580677921,NA
"mm>AA388235",5.00311306638153,-0.0504303939853184,0.169728719932601,-0.297123515721701,0.766372211676337,0.99108326982553
"mm>AA413626",1.94489217353429,0.0170176336569594,0.111008830228643,0.153299819680187,0.878161842868609,NA
"mm>AA414768",13.3013019949955,-0.158265536109804,0.194201199642974,-0.814956531683453,0.415097192120781,0.915807055248269
"mm>AA415398",9.75608790794796,-0.282873694719384,0.190655303467842,-1.48369171784983,0.137890724482978,0.731529182522539
"mm>AA465934",1.56578507730008,0.124215890579129,0.111351541806387,1.1155291481739,0.264623734862539,NA
"mm>AA467197",1.28066961034444,-0.0877704118330002,0.084724202446557,-1.03595441796416,0.300223408269732,NA
"mm>AA474331",3.77849391517272,-0.174530064031169,0.151599532210924,-1.15125727293367,0.249626409397096,NA
"mm>AA536875",1.25709634075034,0.0240025386922012,0.0956268607669662,0.251002056322785,0.801812519358181,NA
"mm>AA543186",1.97701681925751,-0.0535461896277199,0.114540233357186,-0.467488043792785,0.64015074424965,NA
"mm>AA543401",1.18469089019231,0.0242400725709935,0.0956496186152785,0.253425710650157,0.799939261752368,NA
"mm>AA545190",1.84706882866882,-0.138033829894265,0.115355448805253,-1.1965956643045,0.231464191223625,NA
"mm>AA619741",0.720088764009451,0.0373928717735492,0.0835839870989063,0.447368845055233,0.654608766592101,NA
"mm>AA986860",226.510038949433,0.267917401938528,0.134208414083819,1.99627872639343,0.0459035923182412,0.530223812217031
"mm>AB124611",35.2653832378967,0.696627651669004,0.191251458385483,3.64246974924967,0.000270034719825807,0.026308854369947
"mm>AF067061",0.718114970926515,-0.0730597443379224,0.0612931265834389,-1.1919728754327,0.233271881144283,NA
"mm>AF067063",0.303687392908613,-0.020657135909029,0.0440863492650921,-0.468560818788085,0.639383588994513,NA
"mm>AF251705",42.7341477460043,0.488212552221495,0.180647011402745,2.70257752082621,0.00688041380754594,0.227259041135808
"mm>AF357355",1.71544480117538,-0.0623209085985738,0.102170390035036,-0.609970350286448,0.541881448584409,NA
"mm>AF357359",8.36515518077829,0.0557850915588897,0.189996205849415,0.29361160823971,0.769054704477763,0.991206934192837
"mm>AF357399",71.3816133746767,-0.0961753968800786,0.169974161523103,-0.565823628828471,0.571513682099223,0.959479063267438
"mm>AF357425",3.80912645955713,-0.194854474164473,0.146965059270385,-1.32585578593877,0.184887470589715,NA
"mm>AF357426",2.87639557425442,-0.0950939966390247,0.147563383791944,-0.644428137898369,0.519297843190905,NA
"mm>AF366264",1.2266943911069,-0.0700244218190627,0.0934609771268649,-0.749236996784346,0.453714373878156,NA
"mm>AF529169",4.17926374855895,-0.194821909245761,0.168724077132503,-1.15467758103524,0.248222483535281,NA
"mm>AI115009",1.68882786225082,-0.123331012157974,0.114956297137492,-1.07285129417891,0.283337842080289,NA
"mm>AI118078",3.09769863200733,-0.180055788242853,0.143608120470082,-1.25379949026186,0.209914894538614,NA
"mm>AI182371",8.37878093273288,0.210171226781992,0.192439060802368,1.09214431782036,0.274769672520196,0.856707740853434
"mm>AI197445",36.5255355012887,0.0633458408368894,0.1878688671657,0.337181150834419,0.735980345625022,0.987716507735975
"mm>AI314180",590.773833019051,-0.0955261303671759,0.117432223443514,-0.813457563571767,0.415955767330457,0.916021422257567
"mm>AI314278",1.56152344094338,-0.103348145762621,0.111884172127099,-0.923706577952941,0.355639106374835,NA
"mm>AI317395",10.1654998478026,0.0869006185590557,0.191977726627834,0.452659900111853,0.650793658800849,0.976789513466133
"mm>AI413582",12.8484127941966,-0.0746814586720632,0.191839780500841,-0.389290784617718,0.697061052539932,0.983548350792568
"mm>AI414108",14.410071896346,-0.00348292558939303,0.198580709337112,-0.017539093303773,0.986006545690039,0.999306886009384
"mm>AI427809",8.28683323920529,-0.231952603199414,0.189994576548792,-1.22083802292034,0.222147354253396,0.826558431886178
"mm>AI429214",33.0670737728698,0.0639172139535368,0.187951687207037,0.340072573454098,0.733801875397408,0.987716507735975
"mm>AI450353",2.49162776162543,-0.0267614504277359,0.137568223848502,-0.194532208667659,0.845759178535046,NA
"mm>AI463170",1.63786339805379,-0.0501335547451914,0.125795009868522,-0.398533731962737,0.690236798629511,NA
"mm>AI464131",80.7268532545323,-0.178452963183383,0.158165458756898,-1.12826760397583,0.259206920713943,0.854132179377679
"mm>AI467606",42.5491927550688,0.316470908779244,0.177858406736282,1.77934186292633,0.0751837315889408,0.615251551000678
"mm>AI504432",89.9369903165224,-0.0499204575530321,0.155812852929057,-0.320387289075321,0.748674759988558,0.988513743721891
"mm>AI506816",20.8632388754023,0.146054970506902,0.196037000022097,0.745037775983302,0.456248883487182,0.92849643283298
"mm>AI507597",1.84107531836475,0.0373658656027944,0.12226506799636,0.305613583790808,0.759898876666303,NA
"mm>AI593442",3.29938317844923,-0.171838499593266,0.144158899071306,-1.1920075742828,0.233258275362314,NA
"mm>AI597479",117.869714735742,-0.0665105975273503,0.137376409660926,-0.484148608130845,0.628280406401062,0.972394022935243
"mm>AI606473",1.42726600786851,-0.0846797248763981,0.108982499441091,-0.777002962041354,0.43715702276855,NA
"mm>AI607873",92.6693199800241,-0.122825542761663,0.16751193286561,-0.733234586100817,0.463415364140249,0.928926612743045
"mm>AI646519",0.994111307043084,-0.124379739947644,0.0787145398745354,-1.58013678471468,0.114075544847475,NA
"mm>AI661453",168.228700565104,-0.060222079086471,0.136793134164951,-0.440241971602556,0.659761863936248,0.97807682551789
"mm>AI662270",49.2397834303188,-0.0968945990806471,0.175890922162254,-0.550878907731605,0.581716687323708,0.961315682028116
"mm>AI837181",44.3078787362816,-0.0827307187491507,0.181639610567463,-0.455466285633901,0.648773817175641,0.976181326676921
"mm>AI839979",6.20814503531844,0.0362993890203528,0.18300264446421,0.198354450705503,0.842767752398074,0.99420197030658
"mm>AI846148",43.6856541463028,-0.0247552543502284,0.17190987987942,-0.14400134749435,0.88549940558114,0.99604255145843
"mm>AI847159",0.743075513656376,0.027522509522302,0.0763929915565633,0.360275320569474,0.718641253208137,NA
"mm>AI854517",3.01949603014847,-0.266015093565141,0.138527538317202,-1.92030477691747,0.0548194133456198,NA
"mm>AI854703",3.48983153363462,-0.224584190099576,0.155643662908541,-1.44293822120818,0.149037875035187,NA
"mm>AI987944",76.2656362642634,0.167010407527089,0.149839791085669,1.11459316859033,0.265024799107596,0.856539926525123
"mm>AK010878",5.72512326092774,-0.368020337050479,0.173972799783711,-2.11539009263526,0.0343967135004537,0.468623595247721
"mm>AU015228",3.53268766783997,-0.154812371702351,0.132707319158227,-1.16656995774113,0.243384081504551,NA
"mm>AU015791",1.24212887061988,-0.0550166655226555,0.104260232834313,-0.527686002870204,0.597717289801608,NA
"mm>AU015836",1.59825035394359,-0.0304036712090953,0.107319670359845,-0.283300080098561,0.776946815888813,NA
"mm>AU016765",1.2933371753775,-0.0574978373119942,0.104306078114354,-0.551241484211089,0.581468145682022,NA
"mm>AU018091",5.29443643484251,-0.057480893374671,0.174792887910035,-0.328851442767259,0.742267977815944,0.987716507735975
"mm>AU019823",126.378167962748,0.00442006471152167,0.146599677083864,0.0301505760411267,0.975946965196894,0.999306886009384
"mm>AU019990",2.7272712013384,-0.0308748897935673,0.141259253599129,-0.218568971638384,0.826985825423767,NA
"mm>AU021092",209.672207171719,-0.0242492946726705,0.136235213197739,-0.177995792009177,0.858726280462107,0.99442980598652
"mm>AU022252",28.5600685470111,-0.0638119718825967,0.191922913117952,-0.33248751202197,0.73952116784396,0.987716507735975
"mm>AU022751",0.616857733661908,0.0111273708447637,0.073203144477304,0.152006733101659,0.879181625119389,NA
"mm>AU022754",5.67675034262295,-0.366443032497103,0.179838947422626,-2.03761775604676,0.0415881749021267,0.509711097632295
"mm>AU022793",12.7135999374053,0.384700483014765,0.195121978835632,1.97158969640643,0.048656464369139,0.541770904993137
"mm>AU023762",1.60996440689034,-0.202454832089088,0.11590590285451,-1.74671718267203,0.0806864083327294,NA
"mm>AU040320",277.054178465549,0.172997065270857,0.0988811552318506,1.74954534931579,0.0801967970270383,0.626173680819481
"mm>AU040972",44.8468330075649,-0.466677851145922,0.197774261578789,-2.35964906363717,0.0182922302379441,0.350699181455436
"mm>AU041133",30.5657275053538,0.13994084628806,0.195581353984952,0.715512207256868,0.474292600530871,0.929278293037778
"mm>AV039307",3.47740661613193,0.0296445977658389,0.152842448240953,0.19395526640024,0.846210908927166,NA
"mm>AV051173",2.22306037314667,0.0586091391447949,0.135641820050766,0.432087531137958,0.665677796701071,NA
"mm>AV064505",0.528027357777974,-0.0413012914115147,0.0627295766736204,-0.658402201985257,0.51027972083378,NA
"mm>AV320801",1.12070580283769,0.0506593083898923,0.10192475055735,0.497026562369536,0.619170320080018,NA
"mm>AW011738",33.2752700930995,-0.250088761516144,0.181172437335261,-1.38039077684512,0.16746635841793,0.768658180222859
"mm>AW046200",2.10039777638849,-0.0495504316321951,0.135886413715623,-0.364645958910153,0.715375703311673,NA
"mm>AW112010",78.7906508633922,0.171876393609412,0.155460227515168,1.10559720873072,0.26890089850804,0.856539926525123
"mm>AW146154",39.8891637075433,0.227390152483619,0.177463405053265,1.28133545288037,0.2000758653289,0.800665262157064
"mm>AW209491",40.7542535878812,0.235879269681628,0.177836351284676,1.32638388033523,0.184712575413893,0.788911636541664
"mm>AW495222",0.90675371109274,-0.125549322809814,0.0911622357312253,-1.37720758823832,0.168448076434393,NA
"mm>AW549542",9.92070072083879,-0.600652785989165,0.184578381833471,-3.25418816668942,0.001137169298722,0.0756046764227573
"mm>AW549877",179.65594022006,-0.0418527040938973,0.128781588705145,-0.324989810381375,0.745188783613736,0.987716507735975
"mm>AW551984",8.94181695474384,-0.0667132485132218,0.175249416515052,-0.380676009312087,0.703443672680014,0.98464316738828
"mm>AW554918",131.254569266658,0.0894195373241689,0.135538162867696,0.659736973205508,0.509422635548034,0.940608707071552
"mm>AW822252",1.44963074574139,0.0249661177214384,0.109477142848046,0.228048678216707,0.819608397646439,NA
"mm>AY074887",0.946595660987244,0.0622941072313401,0.0845089123168682,0.737130623546151,0.461042917827005,NA
"mm>AY358078",4.86837412511346,-0.0627683090549376,0.168063967701766,-0.373478681440639,0.708792209125166,0.985399577937359
"mm>AY512915",2.42788056126433,-0.0946550344061272,0.139804428656653,-0.677053190057316,0.498372207160521,NA
"mm>AY512931",1.49557150573329,-0.01656997977101,0.114398350686285,-0.144844568751257,0.884833592474697,NA
"mm>AY702102",1.1280870968168,-0.0794052754812259,0.101448698620756,-0.782713593774777,0.433795317713878,NA
"mm>AY702103",4.92225670883906,-0.145253814302275,0.143647533060914,-1.0111821011272,0.311929280881744,0.875928126594619
"mm>AY761184",1.35063297198016,-0.0233733531699447,0.084731221979957,-0.275852898421241,0.78266105227683,NA
"mm>AY761185",0.37533983839159,-0.0208213606127419,0.0586244541581648,-0.355165108344843,0.722465902433074,NA
"mm>Aaas",29.3081547242496,0.278013214913121,0.190738644856831,1.45756102609306,0.144961578846018,0.739534898176122
"mm>Aacs",123.788085649833,-0.207053291406223,0.178437661004989,-1.160367661401,0.245899147338459,0.842471468904563
"mm>Aadac",1.03416820593768,-0.112015717406413,0.100779587148222,-1.11149212430952,0.266356578179198,NA
"mm>Aadacl2",3.57529235631919,-0.161934851420041,0.155310089445674,-1.04265506508953,0.297108076255981,NA
"mm>Aadacl3",3.12193014758709,-0.337228190332713,0.144579646150468,-2.33247347957783,0.0196757964982202,NA
"mm>Aadat",1.55753962991143,0.17864294161081,0.116642724147047,1.53153951879246,0.125636107244118,NA
"mm>Aaed1",96.3909273538978,0.165139335983159,0.148522807170354,1.11187863419351,0.266190336288869,0.856539926525123
"mm>Aagab",107.385473997649,0.0491098031391751,0.136942649761396,0.358615838270564,0.7198824966722,0.986526871545386
"mm>Aak1",553.394314523003,0.0672851111274044,0.0883561081759805,0.761521897200264,0.44634540497023,0.926338769904344
"mm>Aamdc",36.2026090496006,0.0966548576035802,0.191369994125568,0.505067986468976,0.61351108556645,0.968994721299946
"mm>Aamp",315.738061584928,-0.00150308396091439,0.0953913987056983,-0.0157570177322979,0.987428239056282,0.999306886009384
"mm>Aanat",5.41462882546302,-0.013875033398556,0.164523082549254,-0.0843348737670424,0.932790185898536,0.997353142155536
"mm>Aar2",79.9511102593229,0.0563427268799272,0.160494388590731,0.351057300972708,0.72554536062735,0.987135077538626
"mm>Aard",31.1741051365007,-0.0360653162650918,0.198576548528629,-0.181619211998199,0.85588157060966,0.994260323233164
"mm>Aars",296.211983906397,0.220843892447664,0.0948463550342386,2.32843837138434,0.0198888381377259,0.364182023157816
"mm>Aars2",30.5447472673718,0.136714269968623,0.192620481320439,0.709759777524326,0.47785311578147,0.931157697693142
"mm>Aarsd1",72.7700606447971,0.208865986672396,0.160974645940785,1.29750859492014,0.194456249753742,0.797854537912452
"mm>Aasdh",46.5151414774342,0.0517237778158809,0.186117622234713,0.277909083486206,0.781082150860934,0.991812485564529
"mm>Aasdhppt",56.5711438753498,-0.0670589387733901,0.170292599869037,-0.393786569850724,0.693738620657817,0.983410045077804
"mm>Aass",45.2028242460728,-0.273125864708102,0.179471181140178,-1.52183689310416,0.128049954790275,0.714107806075708
"mm>Aatf",103.298066397882,0.0943977067559443,0.142996652335774,0.660139277486625,0.509164455242522,0.940386187480581
"mm>Aatk",76.6961349729617,0.0562244383684142,0.153700225114846,0.365805829668779,0.714509969499765,0.985715090623189
"mm>Abat",47.0517092463586,-0.554390540622205,0.198353157545909,-2.79496705513191,0.00519050043756004,0.19692319183621
"mm>Abca1",872.339857842138,-0.228829133816323,0.112580600894825,-2.03258049786125,0.0420949234616713,0.511846514399333
"mm>Abca12",12.3357539824899,-0.71985825804682,0.1949972591477,-3.69163269880407,0.000222819091899651,0.0228576461047249
"mm>Abca13",42.8684921559422,-0.356594347778789,0.198173156224695,-1.79940792472656,0.0719541769284209,0.60776562420838
"mm>Abca14",7.89233948417616,-0.369767612673388,0.182394894929519,-2.02729145909633,0.0426326144622151,0.514503745805521
"mm>Abca15",5.74323096266985,-0.294990341486794,0.17277027098252,-1.70741378021361,0.0877451708455052,0.643488417133262
"mm>Abca16",4.35541135322319,0.00982136549745465,0.151847319565361,0.0646792154485621,0.948429411833947,NA
"mm>Abca17",36.23218056538,-0.0517357580259683,0.192563758694379,-0.268668197882858,0.788185026630683,0.991812485564529
"mm>Abca2",290.456452294767,0.0734220299290514,0.110164796532658,0.666474520354474,0.505107844468547,0.9389768551727
